Ticker,Fri->Thu(+1w)@90.0%,Fri->Thu(+1w)@90.5%,Fri->Thu(+1w)@91.0%,Fri->Thu(+1w)@91.5%,Fri->Thu(+1w)@92.0%,Fri->Thu(+1w)@92.5%,Fri->Thu(+1w)@93.0%,Fri->Thu(+1w)@93.5%,Fri->Thu(+1w)@94.0%,Fri->Thu(+1w)@94.5%,Fri->Thu(+1w)@95.0%,Fri->Thu(+1w)@95.5%,Fri->Thu(+1w)@96.0%,Fri->Thu(+1w)@96.5%,Fri->Thu(+1w)@97.0%,Fri->Thu(+1w)@97.5%,Fri->Thu(+1w)@98.0%,Fri->Thu(+1w)@98.5%,Fri->Thu(+1w)@99.0%,Fri->Thu(+1w)@99.5%,Fri->Tue(+1w)@90.0%,Fri->Tue(+1w)@90.5%,Fri->Tue(+1w)@91.0%,Fri->Tue(+1w)@91.5%,Fri->Tue(+1w)@92.0%,Fri->Tue(+1w)@92.5%,Fri->Tue(+1w)@93.0%,Fri->Tue(+1w)@93.5%,Fri->Tue(+1w)@94.0%,Fri->Tue(+1w)@94.5%,Fri->Tue(+1w)@95.0%,Fri->Tue(+1w)@95.5%,Fri->Tue(+1w)@96.0%,Fri->Tue(+1w)@96.5%,Fri->Tue(+1w)@97.0%,Fri->Tue(+1w)@97.5%,Fri->Tue(+1w)@98.0%,Fri->Tue(+1w)@98.5%,Fri->Tue(+1w)@99.0%,Fri->Tue(+1w)@99.5%,Fri->Wed(+1w)@90.0%,Fri->Wed(+1w)@90.5%,Fri->Wed(+1w)@91.0%,Fri->Wed(+1w)@91.5%,Fri->Wed(+1w)@92.0%,Fri->Wed(+1w)@92.5%,Fri->Wed(+1w)@93.0%,Fri->Wed(+1w)@93.5%,Fri->Wed(+1w)@94.0%,Fri->Wed(+1w)@94.5%,Fri->Wed(+1w)@95.0%,Fri->Wed(+1w)@95.5%,Fri->Wed(+1w)@96.0%,Fri->Wed(+1w)@96.5%,Fri->Wed(+1w)@97.0%,Fri->Wed(+1w)@97.5%,Fri->Wed(+1w)@98.0%,Fri->Wed(+1w)@98.5%,Fri->Wed(+1w)@99.0%,Fri->Wed(+1w)@99.5%,Mon->Thu@90.0%,Mon->Thu@90.5%,Mon->Thu@91.0%,Mon->Thu@91.5%,Mon->Thu@92.0%,Mon->Thu@92.5%,Mon->Thu@93.0%,Mon->Thu@93.5%,Mon->Thu@94.0%,Mon->Thu@94.5%,Mon->Thu@95.0%,Mon->Thu@95.5%,Mon->Thu@96.0%,Mon->Thu@96.5%,Mon->Thu@97.0%,Mon->Thu@97.5%,Mon->Thu@98.0%,Mon->Thu@98.5%,Mon->Thu@99.0%,Mon->Thu@99.5%,Mon->Tue@90.0%,Mon->Tue@90.5%,Mon->Tue@91.0%,Mon->Tue@91.5%,Mon->Tue@92.0%,Mon->Tue@92.5%,Mon->Tue@93.0%,Mon->Tue@93.5%,Mon->Tue@94.0%,Mon->Tue@94.5%,Mon->Tue@95.0%,Mon->Tue@95.5%,Mon->Tue@96.0%,Mon->Tue@96.5%,Mon->Tue@97.0%,Mon->Tue@97.5%,Mon->Tue@98.0%,Mon->Tue@98.5%,Mon->Tue@99.0%,Mon->Tue@99.5%,Mon->Wed@90.0%,Mon->Wed@90.5%,Mon->Wed@91.0%,Mon->Wed@91.5%,Mon->Wed@92.0%,Mon->Wed@92.5%,Mon->Wed@93.0%,Mon->Wed@93.5%,Mon->Wed@94.0%,Mon->Wed@94.5%,Mon->Wed@95.0%,Mon->Wed@95.5%,Mon->Wed@96.0%,Mon->Wed@96.5%,Mon->Wed@97.0%,Mon->Wed@97.5%,Mon->Wed@98.0%,Mon->Wed@98.5%,Mon->Wed@99.0%,Mon->Wed@99.5%
AAV.BK,0,0,0,0,0,0,1,1,1,2,4,8,9,10,14,29,38,53,76,115,0,0,0,0,0,0,1,1,1,2,4,8,9,10,13,28,37,50,75,115,0,0,0,0,0,0,1,1,1,2,4,8,9,10,14,28,36,50,76,116,1,1,1,1,1,1,1,1,1,3,6,6,6,13,20,30,38,54,66,104,1,1,1,1,1,1,1,1,1,3,6,6,6,13,20,30,40,56,67,106,1,1,1,1,1,1,1,1,1,3,6,6,6,13,20,30,40,56,68,104
ADVANC.BK,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,8,15,28,49,81,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,8,15,28,48,81,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,14,26,48,81,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,5,9,17,42,67,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,5,9,17,42,67,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,5,9,17,42,68
AEONTS.BK,0,0,0,0,0,1,1,1,1,1,1,2,3,6,9,18,28,42,63,96,0,0,0,0,0,1,1,1,1,1,1,2,3,6,9,18,27,42,63,96,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,17,27,42,63,97,0,0,0,0,0,0,0,0,0,0,0,1,3,6,9,16,26,44,65,86,0,0,0,0,0,0,0,0,0,0,0,1,3,7,10,17,27,45,67,88,0,0,0,0,0,0,0,0,0,0,0,1,2,6,9,16,26,44,65,87
AMATA.BK,1,1,1,1,1,1,2,2,2,5,5,6,9,15,16,20,28,48,68,93,1,1,1,1,1,1,1,1,1,4,4,5,8,14,15,19,27,49,69,91,1,1,1,1,1,1,2,2,2,5,5,6,9,14,15,19,27,50,70,93,0,0,0,1,1,1,1,2,2,2,2,4,6,7,13,22,30,46,60,81,0,0,0,1,1,1,1,2,2,2,3,6,8,9,15,23,31,46,61,83,0,0,0,1,1,1,1,2,2,2,3,6,8,9,15,23,31,47,62,83
AOT.BK,2,2,2,2,2,2,2,3,3,4,4,6,8,8,9,12,19,31,53,82,2,2,2,2,2,2,2,3,3,4,4,6,8,8,10,14,19,30,51,79,2,2,2,2,2,2,2,3,3,4,4,6,8,8,10,14,21,33,53,82,0,0,1,1,1,1,1,1,1,2,3,3,3,6,12,16,18,26,50,75,0,0,1,1,1,1,1,1,1,2,3,3,3,6,12,17,19,27,50,76,0,0,1,1,1,1,1,1,1,2,3,3,3,5,11,16,18,26,50,75
AP.BK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18,23,51,65,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18,23,53,65,106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18,23,52,67,108,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,15,21,44,53,95,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,15,20,44,53,96,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,15,21,44,53,96
AURA.BK,0,0,0,0,0,0,0,0,0,1,2,4,7,8,14,24,37,48,82,116,0,0,0,0,0,0,0,0,0,1,2,4,7,8,13,23,38,49,84,116,0,0,0,0,0,0,0,0,0,1,2,4,7,8,14,24,38,49,84,118,0,0,0,0,2,2,2,2,2,2,3,4,7,9,15,21,38,46,69,95,0,0,0,0,2,2,2,2,2,2,3,4,7,9,14,21,38,47,69,96,0,0,0,0,2,2,2,2,2,2,3,4,7,9,15,22,40,49,71,97
AWC.BK,0,0,1,1,1,2,2,2,2,2,4,4,9,15,26,38,48,75,92,122,0,0,1,1,1,2,2,2,2,2,4,4,9,15,25,38,48,76,90,121,0,0,1,1,1,2,2,2,2,2,4,4,9,16,27,40,49,75,91,123,0,0,0,0,0,0,0,0,0,0,1,3,6,8,15,24,36,53,65,95,0,0,0,0,0,0,0,0,0,0,1,3,6,8,16,25,38,54,65,97,0,0,0,0,0,0,0,0,0,0,1,3,6,8,16,25,37,55,65,95
BA.BK,0,0,0,0,0,0,1,3,3,3,4,5,10,14,18,29,44,57,79,106,0,0,0,0,0,0,1,3,3,3,4,5,10,14,17,29,44,57,78,106,0,0,0,0,0,0,1,3,3,3,4,5,10,14,18,30,46,59,80,108,1,1,1,1,1,1,1,2,3,5,5,6,9,17,21,29,42,51,78,97,1,1,1,1,1,1,1,2,3,5,5,6,9,16,21,29,42,52,79,99,1,1,1,1,1,1,1,2,3,5,5,6,9,17,22,30,43,53,79,99
BAM.BK,0,0,0,0,0,0,0,0,0,1,3,6,6,12,19,29,43,62,76,120,0,0,0,0,0,0,0,0,0,1,3,6,6,12,20,30,43,61,77,120,0,0,0,0,0,0,0,0,0,1,3,5,5,11,19,28,42,61,77,121,0,0,0,0,0,0,0,1,1,1,2,6,8,15,19,25,37,59,77,108,0,0,0,0,0,0,0,1,1,1,2,6,8,15,19,25,39,60,79,109,0,0,0,0,0,0,0,1,1,1,2,6,8,15,19,25,39,59,76,108
BANPU.BK,0,0,0,0,0,0,0,0,0,0,2,4,7,8,14,23,32,52,60,103,0,0,0,0,0,0,0,0,0,0,2,4,7,8,13,22,32,53,61,103,0,0,0,0,0,0,0,0,0,0,2,4,7,8,13,22,32,52,60,103,1,1,1,2,2,2,2,2,2,2,2,3,4,4,10,20,33,66,81,103,1,1,1,2,2,2,2,2,2,2,2,3,4,4,9,19,32,65,81,102,1,1,1,2,2,2,2,2,2,2,2,3,4,4,10,19,32,64,80,102
BBL.BK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,17,36,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,18,38,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,18,39,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,35,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,35,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,33,64
BCH.BK,0,0,0,0,0,0,0,1,1,1,1,3,4,7,14,21,30,41,72,104,0,0,0,0,0,0,0,1,1,1,1,3,4,7,14,19,29,39,69,104,0,0,0,0,0,0,0,1,1,1,1,3,4,7,14,21,31,42,71,105,0,0,0,0,0,0,1,1,1,2,2,2,5,7,8,21,34,51,68,94,0,0,0,0,0,0,1,1,1,2,2,2,6,8,9,22,34,51,69,96,0,0,0,0,0,0,1,1,1,2,2,2,5,7,8,20,33,50,67,95
BCP.BK,0,0,0,0,0,0,0,0,0,2,2,4,4,7,13,19,31,52,69,107,0,0,0,0,0,0,0,0,0,2,2,4,4,7,13,19,31,51,68,106,0,0,0,0,0,0,0,0,0,2,2,4,4,6,12,18,31,52,69,106,0,0,0,0,0,0,0,1,1,2,3,3,3,7,13,17,30,45,64,98,0,0,0,0,0,0,0,1,1,2,3,3,3,8,14,18,32,48,67,102,0,0,0,0,0,0,0,1,1,2,3,3,3,8,14,18,32,48,65,100
BCPG.BK,0,0,0,0,0,0,0,0,0,1,2,4,8,12,16,23,33,55,81,115,0,0,0,0,0,0,0,0,0,1,2,3,7,11,15,21,32,53,79,115,0,0,0,0,0,0,0,0,0,1,2,4,7,11,15,21,31,52,79,115,0,0,0,0,1,1,1,1,2,2,2,3,4,7,11,18,29,53,77,104,0,0,0,0,1,1,1,1,2,2,2,3,4,6,9,16,27,52,75,103,0,0,0,0,1,1,1,1,2,2,2,3,4,6,10,17,28,53,75,104
BDMS.BK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,41,48,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,42,48,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,44,51,100,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,7,11,34,39,93,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,7,12,36,41,96,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,7,12,35,40,94
BEM.BK,0,0,0,0,0,0,0,0,0,2,2,3,3,9,10,17,22,42,75,115,0,0,0,0,0,0,0,0,0,2,2,3,3,9,10,17,23,43,76,116,0,0,0,0,0,0,0,0,0,2,2,3,3,9,10,17,23,43,77,116,0,0,0,0,0,0,0,0,1,2,3,3,4,8,12,17,23,46,67,104,0,0,0,0,0,0,0,0,1,2,3,3,4,8,12,18,24,47,68,107,0,0,0,0,0,0,0,0,1,2,3,3,4,8,12,18,23,46,68,105
BGRIM.BK,0,0,0,0,0,1,1,2,4,4,9,12,13,18,24,41,49,67,89,124,0,0,0,0,0,1,1,2,4,4,8,9,10,15,21,38,46,66,86,123,0,0,0,0,0,1,1,2,4,4,9,12,13,18,23,40,47,66,87,123,0,0,1,1,1,1,1,1,3,3,5,7,10,15,21,29,39,59,73,101,0,0,1,1,1,1,1,1,3,3,5,7,10,17,23,31,41,62,75,102,0,0,1,1,1,1,1,1,3,3,5,7,10,17,23,31,40,60,74,103
BH.BK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,13,18,40,64,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,13,19,41,62,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,14,20,40,64,91,0,0,0,0,0,0,0,0,0,0,1,1,2,4,6,9,20,33,55,89,0,0,0,0,0,0,0,0,0,0,1,1,2,4,6,10,21,35,57,91,0,0,0,0,0,0,0,0,0,0,1,1,2,4,7,10,20,34,56,90
BJC.BK,0,0,0,0,0,0,0,0,0,0,0,1,3,8,12,21,36,50,66,100,0,0,0,0,0,0,0,0,0,0,0,1,3,8,12,21,36,51,67,99,0,0,0,0,0,0,0,0,0,0,0,1,3,6,9,19,34,50,67,99,0,0,0,0,0,0,0,0,0,0,0,1,4,7,9,15,29,45,62,87,0,0,0,0,0,0,0,0,0,0,0,1,4,7,9,15,30,46,63,87,0,0,0,0,0,0,0,0,0,0,0,1,4,7,9,14,29,45,62,86
BLA.BK,0,0,0,0,0,1,1,2,2,3,4,6,8,12,14,29,38,57,71,105,0,0,0,0,0,1,1,2,2,3,4,6,8,12,13,28,37,56,69,105,0,0,0,0,0,1,1,2,2,3,4,6,8,12,14,29,38,58,71,106,0,0,0,0,0,0,1,1,1,1,2,4,7,9,16,25,34,51,63,87,0,0,0,0,0,0,1,1,1,1,2,4,7,9,16,25,34,52,64,89,0,0,0,0,0,0,1,1,1,1,2,4,6,8,15,24,33,50,62,88
BTG.BK,0,0,0,0,0,0,0,0,0,0,1,2,4,7,10,20,40,59,85,109,0,0,0,0,0,0,0,0,0,0,1,2,4,7,10,21,40,59,84,107,0,0,0,0,0,0,0,0,0,0,1,2,4,7,10,21,41,61,85,110,0,0,0,0,0,0,0,0,0,0,1,1,1,10,16,22,29,42,60,88,0,0,0,0,0,0,0,0,0,0,1,1,1,11,17,23,29,42,60,89,0,0,0,0,0,0,0,0,0,0,1,1,1,11,17,23,29,42,60,88
BTS.BK,0,1,1,1,1,1,1,2,3,4,4,5,10,18,20,27,38,50,78,108,0,1,1,1,1,1,1,2,3,4,4,5,9,18,20,26,36,48,76,108,0,0,0,0,0,0,0,1,2,3,3,4,9,18,20,28,39,52,80,111,0,0,0,0,0,1,1,1,1,1,1,2,4,6,10,20,26,41,58,94,0,0,0,0,0,1,1,1,1,1,1,2,4,6,10,22,28,43,62,94,0,0,0,0,0,1,1,1,1,1,1,2,4,6,10,22,28,43,62,95
CBG.BK,0,0,0,0,0,0,0,0,0,1,1,2,2,5,7,15,24,40,68,102,0,0,0,0,0,0,0,0,0,1,1,2,2,6,8,16,26,42,71,103,0,0,0,0,0,0,0,0,0,1,1,2,2,6,8,16,25,41,70,104,0,0,0,1,3,3,4,4,4,5,6,6,8,12,14,18,28,41,66,88,0,0,0,1,3,3,4,4,4,5,6,6,8,12,16,21,31,44,70,92,0,0,0,1,3,3,4,4,4,5,6,6,7,11,15,20,30,42,68,89
CCET.BK,0,1,3,3,3,5,5,7,8,9,11,13,16,20,28,35,42,68,79,107,0,1,3,3,3,5,5,7,8,9,11,13,15,20,29,36,43,67,78,107,0,1,3,3,3,5,5,7,8,9,11,13,16,21,29,36,43,66,77,107,0,0,0,0,0,1,1,1,2,4,7,11,11,20,27,39,47,64,70,93,0,0,0,0,0,1,1,1,2,4,7,11,11,20,27,40,48,64,69,94,0,0,0,0,0,1,1,1,1,3,6,10,10,19,26,38,46,64,70,95
CENTEL.BK,0,0,0,0,0,0,1,1,1,4,8,9,10,16,19,29,46,60,70,102,0,0,0,0,0,0,1,1,1,4,8,9,10,16,19,30,46,59,69,102,0,0,0,0,0,0,1,1,1,4,8,9,9,15,18,30,45,59,69,102,0,0,0,0,0,0,0,0,0,2,3,7,11,15,23,33,40,55,75,100,0,0,0,0,0,0,0,0,0,2,3,6,9,13,22,32,40,55,74,100,0,0,0,0,0,0,0,0,0,2,3,6,10,14,23,32,40,55,75,101
CHG.BK,0,0,0,0,0,0,0,0,1,2,3,6,9,12,15,20,35,53,73,115,0,0,0,0,0,0,0,0,1,2,3,6,9,12,15,20,34,52,72,113,0,0,0,0,0,0,0,0,1,2,3,6,9,13,16,21,36,54,73,116,1,1,1,1,1,1,1,1,1,2,4,6,9,12,16,29,37,51,73,100,1,1,1,1,1,1,1,1,1,2,5,7,10,13,17,29,37,50,71,101,1,1,1,1,1,1,1,1,1,1,4,6,9,12,16,29,37,50,72,101
CK.BK,1,1,1,1,1,1,1,1,2,2,3,3,7,10,15,19,27,40,61,97,1,1,1,1,1,1,1,1,2,2,4,4,8,11,16,18,26,39,59,97,1,1,1,1,1,1,1,1,2,2,4,4,8,11,16,20,28,40,59,97,0,0,0,1,1,1,2,2,2,3,4,4,7,10,15,24,34,55,68,83,0,0,0,1,1,1,2,2,2,3,4,4,7,10,16,26,36,58,71,86,0,0,0,1,1,1,2,2,2,3,3,3,6,9,15,25,35,57,69,85
COM7.BK,0,1,1,1,1,1,1,2,2,2,2,3,4,9,14,28,39,71,82,114,0,1,1,1,1,1,1,2,2,2,2,3,4,10,15,28,39,69,80,113,0,0,0,0,0,0,0,1,1,1,1,2,3,9,14,27,38,71,81,113,1,1,1,1,1,1,1,1,2,5,6,7,8,14,23,30,42,64,72,96,1,1,1,1,1,1,1,1,2,5,6,7,8,13,23,31,43,65,72,96,1,1,1,1,1,1,1,1,2,5,6,7,8,13,23,31,43,65,73,97
CPALL.BK,0,0,0,0,0,0,1,1,1,2,3,3,4,5,5,8,14,34,58,95,0,0,0,0,0,0,1,1,1,2,3,3,4,5,5,7,13,34,58,94,0,0,0,0,0,0,1,1,1,2,3,3,4,5,5,8,14,33,56,96,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,7,11,25,54,86,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,7,11,25,55,89,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,7,11,25,52,86
CPF.BK,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,9,16,27,51,88,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,8,15,26,49,88,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,9,17,28,51,89,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,13,26,42,58,94,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,13,26,43,58,93,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,12,25,42,58,93
CPN.BK,0,0,0,0,0,0,0,0,0,1,1,1,3,4,6,9,16,45,69,92,0,0,0,0,0,0,0,0,0,1,1,1,3,4,6,10,16,44,68,90,0,0,0,0,0,0,0,0,0,1,1,1,3,4,6,11,18,45,70,91,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,9,19,32,60,85,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,10,19,32,60,86,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,10,18,31,59,85
CRC.BK,0,0,0,0,0,0,1,1,1,1,6,9,10,16,21,32,49,68,90,126,0,0,0,0,0,0,1,1,1,1,6,9,10,16,20,31,47,66,90,125,0,0,0,0,0,0,1,1,1,1,6,9,10,16,21,31,48,67,89,125,0,0,0,1,1,1,1,1,2,2,2,3,3,5,16,22,36,49,78,105,0,0,0,1,1,1,1,1,2,2,2,3,3,5,16,22,36,50,81,106,0,0,0,1,1,1,1,1,2,2,2,3,3,5,16,22,35,48,78,104
DELTA.BK,1,2,2,2,2,2,2,4,5,6,8,11,16,24,32,38,50,57,80,105,1,2,2,2,2,2,2,4,5,7,9,12,16,24,32,39,52,58,81,106,1,2,2,2,2,2,2,4,5,7,9,12,17,25,33,41,54,62,85,109,1,1,1,1,1,1,1,3,3,4,7,9,15,15,20,27,36,54,73,93,2,2,2,2,2,2,2,4,4,5,8,10,17,17,23,29,37,55,74,94,2,2,2,2,2,2,2,3,3,4,7,9,16,16,21,27,36,54,73,94
DOHOME.BK,0,0,0,2,3,3,3,4,7,8,8,12,16,22,28,41,50,81,90,123,0,0,0,2,3,3,3,4,7,8,8,12,16,22,29,41,50,78,87,121,0,0,0,2,2,2,2,3,6,7,7,11,15,21,28,39,48,80,90,123,0,0,0,0,0,3,4,5,6,8,8,9,13,18,27,40,53,72,80,105,0,0,0,0,0,3,4,5,6,8,8,9,13,18,26,40,52,70,80,105,0,0,0,0,0,3,4,5,6,8,8,9,13,17,26,40,53,70,80,104
